Name,Cuisine Type,Expensiveness,Country,Mean Rating,Terrace Available,Vegetarian Menu Available,Wine Menu Available
Bauer's Restaurant, Market Cuisine,2,Germany,0.0,True,False,False
LOUIS restaurant," Creative, French Contemporary",5,Germany,0.0,True,False,True
Taku," Japanese, Sushi",5,UnitedKingdom,0.0,False,False,False
Two Cooks, Irish,3,Ireland,0.0,False,False,False
Emilia, Italian,3,UnitedKingdom,0.0,False,False,False
Cycene, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
Crocadon, Modern Cuisine,4,UnitedKingdom,0.0,True,False,False
St. Barts, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
SOURCE at Gilpin Hotel, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
The Baring, European Contemporary,3,UnitedKingdom,0.0,False,False,False
Evernight," Japanese, Izakaya",3,UnitedKingdom,0.0,False,False,False
Rebel, Modern British,3,UnitedKingdom,0.0,False,False,False
Rebel, Modern Cuisine,3,Denmark,0.0,False,False,True
The Dial House, Modern British,3,UnitedKingdom,0.0,True,False,False
Sheeps and Leeks, Modern British,4,UnitedKingdom,0.0,False,False,False
Sorting Room, Modern British,3,UnitedKingdom,0.0,False,False,False
Harbour House, Modern British,3,UnitedKingdom,0.0,True,False,False
Winslade Manor, Modern British,4,UnitedKingdom,0.0,True,False,False
Dobson & Parnell, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
The Crown at Burchetts Green, Modern British,4,UnitedKingdom,0.0,False,False,False
Little Hollows Pasta, Italian,2,UnitedKingdom,0.0,False,False,False
White Hart Inn, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Queen of Cups," Middle Eastern, Mediterranean Cuisine",3,UnitedKingdom,0.0,True,False,False
Amuse by Kevin Dalgleish, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Endo at The Rotunda, Japanese,5,UnitedKingdom,0.0,False,False,False
Zahter, Turkish,4,UnitedKingdom,0.0,True,False,False
Angela's, Seafood,3,UnitedKingdom,0.0,True,False,False
Blank, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Alex Dilling at Hotel Café Royal, Modern French,5,UnitedKingdom,0.0,False,True,False
Tutto, Italian,3,UnitedKingdom,0.0,False,False,False
Dulse, Seafood,4,UnitedKingdom,0.0,False,False,False
Forde, Mediterranean Cuisine,2,UnitedKingdom,0.0,False,False,False
Roji, Japanese,5,UnitedKingdom,0.0,False,False,False
La Popote, Classic French,3,UnitedKingdom,0.0,True,False,False
Neighbourhood, Modern Cuisine,4,Ireland,0.0,False,False,False
The Chequers, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
Monarch Theatre, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
EightyEight, Asian,4,UnitedKingdom,0.0,True,True,False
Root Wells," Vegetarian, Modern Cuisine",2,UnitedKingdom,0.0,False,False,False
Yr Hen Printworks, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
The Galley, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Terre, Modern Cuisine,5,Ireland,0.0,False,False,False
The Spärrows, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Land," Vegetarian, Asian Influences",3,UnitedKingdom,0.0,False,True,False
The Silver Cup, Modern British,4,UnitedKingdom,0.0,False,False,False
Castle Inn, Regional Cuisine,4,UnitedKingdom,0.0,False,False,False
Café Deco, British Contemporary,3,UnitedKingdom,0.0,True,False,False
Ochre, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Ochre, Modern Cuisine,5,France,0.0,True,False,False
The Fox, Modern British,3,UnitedKingdom,0.0,True,False,False
The Fox, Modern British,3,UnitedKingdom,0.0,True,False,False
Store, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Penmaenuchaf, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
North Port, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Wild Honey St James, Modern British,3,UnitedKingdom,0.0,True,False,False
Potager, Modern Cuisine,4,Ireland,0.0,False,True,False
The Rose Inn, British Contemporary,3,UnitedKingdom,0.0,True,False,False
Planque, Modern British,3,UnitedKingdom,0.0,False,False,False
Langan's Brasserie, Classic Cuisine,3,UnitedKingdom,0.0,False,False,False
Kushi-Ya, Japanese,3,UnitedKingdom,0.0,False,False,False
Belzan, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Seasonality, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Garden Café, Modern Cuisine,2,UnitedKingdom,0.0,True,False,False
Orwell Road," Irish, Modern Cuisine",3,Ireland,0.0,False,False,False
Apricity, British Contemporary,4,UnitedKingdom,0.0,False,False,False
'Seasgair' by Michel Roux Jr, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
1863, Modern British,4,UnitedKingdom,0.0,False,False,False
Goldsborough Hall, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Fernery, Modern Cuisine,4,UnitedKingdom,0.0,True,True,False
Beach House, Modern Cuisine,4,UnitedKingdom,0.0,True,True,False
Beach House, Modern Cuisine,3,Ireland,0.0,False,False,False
Ynyshir, Creative,5,UnitedKingdom,0.0,False,False,False
House, Modern Cuisine,5,Ireland,0.0,False,True,False
Kutir, Indian,3,UnitedKingdom,0.0,True,True,False
Jöro, Modern Cuisine,4,UnitedKingdom,0.0,False,True,False
Salutation Inn, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Farmyard," British Contemporary, Modern Cuisine",3,UnitedKingdom,0.0,False,False,False
yeni, Turkish,4,UnitedKingdom,0.0,False,False,False
Ocean, Modern Cuisine,4,UnitedKingdom,0.0,True,True,True
Ocean, Creative,5,Portugal,0.0,False,False,True
Asador 44, Spanish,3,UnitedKingdom,0.0,False,False,True
Sosban & The Old Butchers, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
Jamavar, Indian,4,UnitedKingdom,0.0,False,True,False
West House, Modern British,4,UnitedKingdom,0.0,False,True,False
Soif, French,3,UnitedKingdom,0.0,False,False,True
Kitty Fisher's, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
The Poet at Matfield, Modern Cuisine,4,UnitedKingdom,0.0,True,False,False
Swan Wine Kitchen, Modern British,3,UnitedKingdom,0.0,True,False,False
Bass and Lobster, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
Isaac At, Modern British,4,UnitedKingdom,0.0,False,False,False
Restaurant Hywel Jones by Lucknam Park, Modern British,5,UnitedKingdom,0.0,False,True,False
El Gato Negro, Spanish,2,UnitedKingdom,0.0,False,False,True
Pulpo Negro, Spanish,3,UnitedKingdom,0.0,True,False,False
Ibérico World Tapas," Mediterranean Cuisine, Asian Influences",2,UnitedKingdom,0.0,False,True,False
The Wild Rabbit, Modern British,3,UnitedKingdom,0.0,True,False,False
Cottage in the Wood, Modern British,4,UnitedKingdom,0.0,False,True,False
Minster Mill, Modern British,4,UnitedKingdom,0.0,False,False,False
Rising Sun Inn, Modern British,3,UnitedKingdom,0.0,True,False,False
Chef's Table, Modern British,4,UnitedKingdom,0.0,True,False,False
Chef's Table," Creative French, Modern Cuisine",4,Belgium,0.0,True,True,False
Chef's Table, French Contemporary,5,Thailand,0.0,False,True,True
The Lanesborough Grill, Modern British,3,UnitedKingdom,0.0,False,False,False
Rhosyn, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
The Morrison Room, Modern Cuisine,4,Ireland,0.0,False,False,False
Signatures, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Y Polyn, Traditional British,3,UnitedKingdom,0.0,True,False,False
Norma," Italian, Sicilian",3,UnitedKingdom,0.0,False,False,False
Bell, Traditional British,3,UnitedKingdom,0.0,True,False,False
Bell, Modern British,3,UnitedKingdom,0.0,True,False,False
Bell, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
The Small Holding, Modern British,4,UnitedKingdom,0.0,False,True,False
Hammer & Pincers, Modern British,4,UnitedKingdom,0.0,True,False,False
Sandpiper Inn, Traditional British,3,UnitedKingdom,0.0,True,False,False
Star Inn at Harome," Modern British, Regional Cuisine",3,UnitedKingdom,0.0,True,True,False
Pheasant, Modern British,4,UnitedKingdom,0.0,True,True,False
Ox Club," Meats and Grills, Barbecue",3,UnitedKingdom,0.0,False,False,False
Darleys, Modern Cuisine,3,UnitedKingdom,0.0,True,True,False
Paul Ainsworth at No.6, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
The Coach House at Middleton Lodge Estate, British Contemporary,3,UnitedKingdom,0.0,True,True,False
Lounge on the Green, Modern British,4,UnitedKingdom,0.0,False,True,False
Crockers Chef's Table, Modern British,5,UnitedKingdom,0.0,False,True,False
Da Noi, Italian,3,UnitedKingdom,0.0,False,False,False
Hare & Hounds, Traditional British,3,UnitedKingdom,0.0,True,False,False
Unruly Pig, Modern Cuisine,3,UnitedKingdom,0.0,True,True,False
Paco Tapas, Spanish,4,UnitedKingdom,0.0,False,False,False
The Hare, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
Queens Arms, Modern British,3,UnitedKingdom,0.0,True,False,False
Nobu London Old Park Lane, Japanese,4,UnitedKingdom,0.0,False,True,False
Paris House, Modern Cuisine,4,UnitedKingdom,0.0,False,True,False
Brassica, Mediterranean Cuisine,3,UnitedKingdom,0.0,False,False,False
Sexy Fish, Asian,4,UnitedKingdom,0.0,False,False,False
The Gallery at Sketch, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Hambleton Hall, Classic Cuisine,5,UnitedKingdom,0.0,False,True,True
Marksman, Traditional British,3,UnitedKingdom,0.0,True,False,False
El Pastor, Mexican,3,UnitedKingdom,0.0,True,True,False
Casa, Italian,4,UnitedKingdom,0.0,False,False,False
Casa, Brazilian,4,USA,0.0,False,False,False
COR, Modern British,3,UnitedKingdom,0.0,False,False,False
Waterman, European Contemporary,3,UnitedKingdom,0.0,False,False,False
Elis, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Piazza, Modern British,4,UnitedKingdom,0.0,True,False,False
The Rectory, Modern British,3,UnitedKingdom,0.0,False,False,False
D'Olier Street, Modern Cuisine,4,Ireland,0.0,False,False,False
Lovage, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Lovage, Modern British,4,UnitedKingdom,0.0,False,True,False
Fontana, Modern British,3,UnitedKingdom,0.0,False,False,False
The Pelican, Traditional Cuisine,3,UnitedKingdom,0.0,False,False,False
Quince, British Contemporary,3,UnitedKingdom,0.0,False,False,False
Quince," Contemporary, Californian",5,USA,0.0,False,False,True
Quince, Mediterranean Cuisine,3,Thailand,0.0,True,False,False
Allium at The Vices, Modern British,4,UnitedKingdom,0.0,False,False,True
The Tudor Pass, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
The Angel Inn, Modern Cuisine,4,UnitedKingdom,0.0,True,True,False
Ben Wilkinson at The Pass, Modern British,5,UnitedKingdom,0.0,False,False,False
Fell Bistro, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Blas, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Compton, Mediterranean Cuisine,3,UnitedKingdom,0.0,True,False,False
Tropea, Italian,2,UnitedKingdom,0.0,False,False,False
A Peculiar Tea, Innovative,3,UnitedKingdom,0.0,False,False,False
Pophams, Italian,3,UnitedKingdom,0.0,False,False,False
London Stock, Modern Cuisine,4,UnitedKingdom,0.0,True,True,False
The Princess Royal, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Upstairs at Landrace, Modern British,3,UnitedKingdom,0.0,False,False,False
Karrek, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Zoilo, Argentinian,4,UnitedKingdom,0.0,False,False,True
The Old Bank, Modern Cuisine,3,Ireland,0.0,True,False,False
The Old Bank, Modern British,4,UnitedKingdom,0.0,True,False,False
The Old Bank, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
The Bishop's Buttery, Modern Cuisine,4,Ireland,0.0,False,False,False
Legacy, Modern British,5,UnitedKingdom,0.0,False,False,False
The Holland, Traditional British,3,UnitedKingdom,0.0,False,False,False
The Spence, Modern British,3,UnitedKingdom,0.0,False,False,False
Memsahib's Lounge, Indian,3,UnitedKingdom,0.0,False,True,False
CULTURE, Modern British,4,UnitedKingdom,0.0,False,True,False
Where there's Smoke, Modern British,4,UnitedKingdom,0.0,False,False,False
Kora by Tom Kitchin," Contemporary, Scottish",4,UnitedKingdom,0.0,False,False,False
White Bull, Traditional Cuisine,2,UnitedKingdom,0.0,True,False,False
Les 2 Garçons, French,3,UnitedKingdom,0.0,False,False,False
argoe, Seafood,3,UnitedKingdom,0.0,True,False,False
Plaza Khao Gaeng, Thai,2,UnitedKingdom,0.0,False,False,False
Bath Priory, Modern British,4,UnitedKingdom,0.0,False,False,False
Manifest, Modern British,3,UnitedKingdom,0.0,False,False,False
The Bull's Head, Traditional Cuisine,4,UnitedKingdom,0.0,True,False,False
SO|LA," Californian, Modern Cuisine",5,UnitedKingdom,0.0,False,False,True
Kingdom 1795, Modern Cuisine,3,Ireland,0.0,False,False,False
SHUCKS, Seafood,3,UnitedKingdom,0.0,True,False,False
Purple Poppadom, Indian,2,UnitedKingdom,0.0,False,False,False
Old Vicarage, Modern Cuisine,4,UnitedKingdom,0.0,False,False,True
Felin Fach Griffin, Modern British,3,UnitedKingdom,0.0,True,True,False
Oyster Box, Seafood,4,UnitedKingdom,0.0,True,False,False
The Idle Rocks, Modern Cuisine,4,UnitedKingdom,0.0,True,False,False
Stones, Modern British,3,UnitedKingdom,0.0,True,True,False
Gunpowder Spitalfields, Indian,3,UnitedKingdom,0.0,False,False,False
Winteringham Fields, Modern Cuisine,5,UnitedKingdom,0.0,False,True,False
Cinnamon Bazaar, Indian,3,UnitedKingdom,0.0,False,False,False
Cin Cin, Italian,3,UnitedKingdom,0.0,False,False,False
Cin Cin, Italian,3,UnitedKingdom,0.0,False,False,False
Bob Bob Ricard, Traditional British,4,UnitedKingdom,0.0,False,False,False
The Cross, British Contemporary,4,UnitedKingdom,0.0,True,True,True
Box Tree, Modern British,4,UnitedKingdom,0.0,False,True,False
Brawn, Traditional British,3,UnitedKingdom,0.0,False,False,True
Cambio de Tercio, Spanish,3,UnitedKingdom,0.0,False,False,True
Little Seeds, Modern British,3,UnitedKingdom,0.0,True,False,False
Coarse, Modern British,3,UnitedKingdom,0.0,False,True,False
Another Hand, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
The Star Inn, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
The Ledbury, Modern Cuisine,5,UnitedKingdom,0.0,False,False,True
Black & Green, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
The Yurt at Nicholsons, Modern British,2,UnitedKingdom,0.0,True,False,False
The Stile Bridge," South American, Mediterranean Cuisine",3,UnitedKingdom,0.0,False,False,False
Bryn Williams at Porth Eirias, Modern British,3,UnitedKingdom,0.0,True,False,False
Tyddyn Llan, Classic Cuisine,5,UnitedKingdom,0.0,False,True,True
Bob Bob Ricard City, French,4,UnitedKingdom,0.0,False,False,True
Rafters, Modern British,5,UnitedKingdom,0.0,False,True,False
Richoux, European,3,UnitedKingdom,0.0,False,False,False
Bottega Caruso, Italian,3,UnitedKingdom,0.0,True,False,False
The Conservatory, Modern Cuisine,4,UnitedKingdom,0.0,True,False,False
The Conservatory, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Da Terra, Creative,5,UnitedKingdom,0.0,False,True,False
Naughty Piglets, Modern British,3,UnitedKingdom,0.0,False,False,False
Green Island, Mediterranean Cuisine,3,UnitedKingdom,0.0,True,False,False
Fraiche, Creative,5,UnitedKingdom,0.0,False,False,False
The Ethicurean, Modern British,5,UnitedKingdom,0.0,True,True,False
Samphire, Modern Cuisine,4,UnitedKingdom,0.0,True,False,False
Lorne, Modern Cuisine,3,UnitedKingdom,0.0,False,False,True
Bottle & Glass Inn, Modern British,3,UnitedKingdom,0.0,True,False,False
John O'Gaunt Inn, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
St Kew Inn, Traditional British,3,UnitedKingdom,0.0,True,False,False
The Coach, Modern British,3,UnitedKingdom,0.0,False,False,False
Ginger Fox, Modern British,3,UnitedKingdom,0.0,True,True,False
Feathers Inn, Traditional British,3,UnitedKingdom,0.0,True,False,False
Cornish Arms, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
HOME, Modern British,5,UnitedKingdom,0.0,False,True,False
Woodsman, Meats and Grills,3,UnitedKingdom,0.0,True,False,False
Covino, Mediterranean Cuisine,3,UnitedKingdom,0.0,True,False,False
Sun Inn, Mediterranean Cuisine,3,UnitedKingdom,0.0,True,False,True
Sun Inn, Traditional British,3,UnitedKingdom,0.0,False,True,False
Noel Corston, Modern British,5,UnitedKingdom,0.0,False,False,False
A. Wong, Chinese,5,UnitedKingdom,0.0,True,False,False
Purnell's, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Old Inn, Modern British,4,UnitedKingdom,0.0,False,False,False
"Le Manoir aux Quat' Saisons, a Belmond Hotel", French,5,UnitedKingdom,0.0,False,True,True
Westwood, Modern British,4,UnitedKingdom,0.0,True,False,False
Quilon, Indian,4,UnitedKingdom,0.0,False,True,False
Frenchie, Modern Cuisine,4,UnitedKingdom,0.0,True,False,False
Frenchie, Modern Cuisine,5,France,0.0,False,True,False
The Oystermen, Seafood,3,UnitedKingdom,0.0,False,False,False
Chilli Pickle, Indian,2,UnitedKingdom,0.0,True,True,False
Hawksmoor, Meats and Grills,4,UnitedKingdom,0.0,False,False,False
63 Degrees, French,3,UnitedKingdom,0.0,True,False,False
Chadwicks Inn, Modern Cuisine,4,UnitedKingdom,0.0,True,True,False
Ritz Restaurant, Modern British,5,UnitedKingdom,0.0,True,True,False
Scott's, Seafood,4,UnitedKingdom,0.0,False,True,False
Restaurant Twenty-Two, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
Benares, Indian,4,UnitedKingdom,0.0,False,True,True
Benares, Indian,3,Spain,0.0,True,True,False
Bistrot Vérité, Classic French,3,UnitedKingdom,0.0,True,False,False
Oak," Vegetarian, Vegan",3,UnitedKingdom,0.0,False,True,False
Fischer's at Baslow Hall, Modern Cuisine,3,UnitedKingdom,0.0,False,True,False
Applecross Inn, Seafood,3,UnitedKingdom,0.0,True,False,False
Rocpool, Modern British,3,UnitedKingdom,0.0,False,False,False
Dartmoor Inn, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Broad Chare, Traditional British,2,UnitedKingdom,0.0,False,False,False
Freemasons, Modern British,4,UnitedKingdom,0.0,True,False,True
Gilpin Spice," Asian, Fusion",3,UnitedKingdom,0.0,True,True,False
Clock House, Modern Cuisine,5,UnitedKingdom,0.0,False,True,False
White Hart, Traditional British,3,UnitedKingdom,0.0,True,False,False
Kilpeck Inn, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
Galvin La Chapelle, French,4,UnitedKingdom,0.0,True,True,False
Grey's, Modern British,4,UnitedKingdom,0.0,True,False,False
33 The Homend, Modern British,4,UnitedKingdom,0.0,False,False,False
The Suffolk, Seafood,3,UnitedKingdom,0.0,True,False,False
Hinds Head, Traditional British,4,UnitedKingdom,0.0,False,True,False
Rules, Traditional British,4,UnitedKingdom,0.0,False,False,False
Spring, Italian,4,UnitedKingdom,0.0,False,False,False
Henry's, Modern British,4,UnitedKingdom,0.0,True,True,False
Henry's, Contemporary,4,Canada,0.0,True,False,False
Morston Hall, Modern British,5,UnitedKingdom,0.0,False,True,False
Donostia, Basque,3,UnitedKingdom,0.0,False,False,False
Donostia, Spanish,2,Japan,0.0,False,False,False
Murano, Italian,4,UnitedKingdom,0.0,False,False,True
Socius, Modern British,2,UnitedKingdom,0.0,True,True,False
Kilberry Inn," Contemporary, Scottish",3,UnitedKingdom,0.0,False,False,False
Route, Contemporary,3,UnitedKingdom,0.0,True,False,False
Galvin Green Man," Traditional British, Mediterranean Cuisine",3,UnitedKingdom,0.0,True,False,False
White Post, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Roger Hickman's, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
J.Sheekey, Seafood,4,UnitedKingdom,0.0,False,True,False
Monadh Kitchen, Modern British,3,UnitedKingdom,0.0,False,False,False
Stravaigin, International,3,UnitedKingdom,0.0,True,False,False
Outlaw's New Road, Seafood,5,UnitedKingdom,0.0,False,False,False
Olive Branch & Beech House," Traditional British, Regional Cuisine",3,UnitedKingdom,0.0,True,True,True
Lighthouse, Modern British,4,UnitedKingdom,0.0,False,False,False
Borage, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Old Butchers, Classic Cuisine,3,UnitedKingdom,0.0,True,False,False
The Parsons Table, Modern British,3,UnitedKingdom,0.0,True,False,False
Yorebridge House, Modern British,4,UnitedKingdom,0.0,True,False,False
Trishna, Indian,3,UnitedKingdom,0.0,False,True,False
Delaunay, Modern Cuisine,4,UnitedKingdom,0.0,False,False,False
Sketch (The Lecture Room & Library), Modern French,5,UnitedKingdom,0.0,False,True,True
Charlton Arms, Traditional British,3,UnitedKingdom,0.0,True,False,False
Sir Charles Napier, Modern British,3,UnitedKingdom,0.0,True,False,True
Roth Bar & Grill, Modern British,4,UnitedKingdom,0.0,True,False,False
Forelles, Modern Cuisine,4,UnitedKingdom,0.0,True,True,False
Bilson Eleven, Modern Cuisine,5,UnitedKingdom,0.0,False,False,False
Haveli, Indian,2,UnitedKingdom,0.0,False,False,False
Honey & Co, Middle Eastern,3,UnitedKingdom,0.0,True,False,False
Rattle Owl, Modern British,4,UnitedKingdom,0.0,False,True,False
Noci, Italian,2,UnitedKingdom,0.0,False,False,False
Shibden Mill Inn, Modern British,3,UnitedKingdom,0.0,True,True,False
hide and fox, Modern British,4,UnitedKingdom,0.0,False,True,True
Henry Robertson, Modern British,4,UnitedKingdom,0.0,False,False,True
Auldgirth Inn, Modern British,4,UnitedKingdom,0.0,True,False,False
Beckford Bottle Shop, Modern British,2,UnitedKingdom,0.0,True,False,True
Simpsons, Modern Cuisine,5,UnitedKingdom,0.0,True,True,False
Smoke & Salt, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Bohemia, Modern Cuisine,5,UnitedKingdom,0.0,False,True,False
Black Swan, Creative British,5,UnitedKingdom,0.0,False,True,False
Coombeshead Farm, Country cooking,4,UnitedKingdom,0.0,False,False,False
Sumas, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Greene Oak, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Chubby Castor, Modern British,4,UnitedKingdom,0.0,True,False,False
Enoteca Turi, Italian,4,UnitedKingdom,0.0,False,False,True
alchemilla, Modern British,4,UnitedKingdom,0.0,False,True,False
Punch Bowl Inn, Modern British,3,UnitedKingdom,0.0,True,False,False
Bar Ibérico, Mediterranean Cuisine,2,UnitedKingdom,0.0,True,False,False
Forest Side," Modern British, Regional Cuisine",4,UnitedKingdom,0.0,False,True,False
Hand and Flowers, Modern British,5,UnitedKingdom,0.0,False,True,False
Lympstone Manor, Modern Cuisine,5,UnitedKingdom,0.0,False,True,False
Seahorse, Seafood,4,UnitedKingdom,0.0,True,False,False
Durham Ox, Traditional British,3,UnitedKingdom,0.0,True,True,False
1610," Modern Cuisine, Scottish",3,UnitedKingdom,0.0,False,False,False
Maria G's, Italian,3,UnitedKingdom,0.0,True,False,False
The Twenty Two, Mediterranean Cuisine,3,UnitedKingdom,0.0,False,False,False
Blaise Inn, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
Paradise Café, Seasonal Cuisine,3,UnitedKingdom,0.0,True,False,False
The Oyster Club by Adam Stokes," Seafood, Oyster Specialities",4,UnitedKingdom,0.0,False,False,False
Rose & Crown, Traditional British,2,UnitedKingdom,0.0,True,True,False
Cavita, Mexican,3,UnitedKingdom,0.0,False,False,False
Upstairs at the George, Modern British,4,UnitedKingdom,0.0,False,False,False
Lisboeta, Portuguese,4,UnitedKingdom,0.0,False,False,True
Heathcock, British Contemporary,3,UnitedKingdom,0.0,True,False,False
Provender, Modern British,3,UnitedKingdom,0.0,False,False,False
Provender, French,3,UnitedKingdom,0.0,True,False,False
Gunton Arms, Traditional British,3,UnitedKingdom,0.0,True,False,False
Longueville Manor, Modern Cuisine,4,UnitedKingdom,0.0,True,False,True
Banjo, International,3,UnitedKingdom,0.0,False,False,False
Cail Bruich, Modern Cuisine,5,UnitedKingdom,0.0,False,True,False
Hatched, Modern British,3,UnitedKingdom,0.0,False,False,False
Sorrel, Modern British,5,UnitedKingdom,0.0,False,False,False
Sorrel," Contemporary, Italian",5,USA,0.0,True,False,False
White Swan, Modern British,3,UnitedKingdom,0.0,True,True,False
White Swan, Modern British,4,UnitedKingdom,0.0,True,False,False
Yauatcha Soho, Chinese,4,UnitedKingdom,0.0,False,True,False
Harwood Arms, Modern British,4,UnitedKingdom,0.0,False,False,True
Elephant, Modern British,4,UnitedKingdom,0.0,False,False,False
Elephant," Classic Cuisine, Regional Cuisine",4,Italy,0.0,True,True,True
Elephant," Contemporary, North American",4,Canada,0.0,False,False,False
Sardine Factory, Seafood,3,UnitedKingdom,0.0,False,False,False
Talbooth, Modern British,4,UnitedKingdom,0.0,True,True,True
Bombay Bustle, Indian,3,UnitedKingdom,0.0,False,True,False
Killingworth Castle, Traditional British,3,UnitedKingdom,0.0,True,False,False
The Man Behind The Curtain, Creative,5,UnitedKingdom,0.0,False,False,False
Arbequina, Spanish,3,UnitedKingdom,0.0,True,False,False
Arbequina, Modern Cuisine,3,France,0.0,True,False,False
Arbequina," Modern Cuisine, International",3,Spain,0.0,True,False,False
The Seafood Restaurant, Seafood,5,UnitedKingdom,0.0,False,False,False
Augustus, Modern British,3,UnitedKingdom,0.0,True,False,False
Porthminster Beach Café, Seafood,3,UnitedKingdom,0.0,True,True,False
Chequers, Traditional Cuisine,3,UnitedKingdom,0.0,True,False,False
Kentish Hare, Modern Cuisine,3,UnitedKingdom,0.0,True,True,False
64°, Modern British,4,UnitedKingdom,0.0,False,True,False
Brasserie Zédel, French,3,UnitedKingdom,0.0,False,True,False
Gidleigh Park, Modern Cuisine,5,UnitedKingdom,0.0,False,False,True
The Inn at Welland, Modern British,3,UnitedKingdom,0.0,True,True,False
Sager + Wilde, Mediterranean Cuisine,3,UnitedKingdom,0.0,True,False,True
Anchor & Hope, British Contemporary,3,UnitedKingdom,0.0,True,False,False
Bell Inn, Traditional British,3,UnitedKingdom,0.0,True,False,False
St. JOHN Bread and Wine, Traditional British,3,UnitedKingdom,0.0,False,False,False
Adam Reid at The French, Modern British,5,UnitedKingdom,0.0,False,False,False
L'Ortolan, Modern Cuisine,4,UnitedKingdom,0.0,False,True,False
Chesil Rectory, British Contemporary,3,UnitedKingdom,0.0,True,True,False
Sugar Boat, Modern British,3,UnitedKingdom,0.0,True,False,False
Midsummer House, Creative,5,UnitedKingdom,0.0,False,False,True
Frog by Adam Handling, Modern Cuisine,5,UnitedKingdom,0.0,False,True,False
Fischer's, Austrian,3,UnitedKingdom,0.0,False,False,False
Whitstable Oyster Company, Seafood,3,UnitedKingdom,0.0,True,False,False
Beehive, Modern British,4,UnitedKingdom,0.0,True,False,False
The Barn, Modern British,4,UnitedKingdom,0.0,True,True,False
Royal China Club, Chinese,3,UnitedKingdom,0.0,False,True,False
Royal China Club, Cantonese,4,ChinaMainland,0.0,False,False,False
Clipstone, Modern Cuisine,3,UnitedKingdom,0.0,True,False,False
Lima, Peruvian,3,UnitedKingdom,0.0,False,False,False
Cassons, Modern Cuisine,3,UnitedKingdom,0.0,False,False,False
Tolcarne Inn, Seafood,3,UnitedKingdom,0.0,True,False,False
The Oyster & Fish House, Seafood,3,UnitedKingdom,0.0,True,True,False
Hipping Hall, Modern Cuisine,4,UnitedKingdom,0.0,False,True,False
The White Hart, Modern British,3,UnitedKingdom,0.0,False,False,False
